accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, packetNum
13056, 10496, -14592, 20992, 6399, 5374, -14063, -13295, -14063, 17383
13056, 10496, -14592, 20480, 6399, 5374, -13295, -13807, -13807, 17639
14336, 11520, -17920, 20480, 6911, 5118, -13039, -14319, -13551, 17895
14336, 11520, -17920, 20992, 6911, 5118, 256, -14575, -13295, 18151
14336, 11520, -17920, 20992, 6911, 4862, 768, -15087, -13039, 18407
14336, 13056, -18944, 20992, 6911, 4862, 1024, -15087, -12783, 18663
14336, 13056, -18944, 20992, 6399, 5118, 1792, -15599, 0, 18919
14336, 13056, -18944, 21248, 6399, 5118, 2304, -15855, 512, 19175
13824, 13824, -18944, 21248, 7167, 4862, 2560, -15855, 768, 19431
13824, 13824, -18944, 21248, 7167, 4862, 2560, -16111, 768, 19687
13824, 13824, -18944, 21248, 5887, 5374, 2816, -16367, 768, 19943
11008, 15360, -16384, 20480, 6399, 5118, 2816, -16623, 768, 20455
11008, 15360, -16384, 20736, 6399, 5118, 2304, -16879, 512, 20711
8192, 15616, -13824, 20736, 6143, 5118, 2048, -16879, 256, 20967
8192, 15616, -13824, 20224, 5375, 5118, 1024, -17135, -13039, 21479
6912, 15104, -12032, 19968, 5375, 5118, 512, -16879, -13551, 21735
6912, 15104, -12032, 19968, 6143, 5118, -12783, -16879, -14063, 21991
6912, 15104, -12032, 19968, 6143, 5118, -13295, -16367, -14575, 22247
7680, 16128, -9984, 19968, 5375, 5374, -13807, -16111, -15343, 22503
7680, 16128, -9984, 19456, 5375, 5374, -14319, -15599, -15855, 22759
8448, 16128, -10752, 19968, 6143, 4862, -15855, -13295, -17647, 23527
8448, 16128, -10752, 19968, 6143, 4862, -16111, 0, -18159, 23783
9984, 15360, -12288, 19968, 5631, 4862, -16623, 768, -18671, 24039
9984, 15360, -12288, 19712, 5631, 4862, -16879, 1280, -19183, 24295
9984, 15360, -12288, 19712, 6911, 4606, -17135, 1792, -19183, 24551
10496, 13056, -14336, 20480, 6911, 4606, -17135, 2048, -19695, 24807
10496, 13056, -14336, 20480, 6911, 4862, -16879, 2560, -19439, 25063
10496, 13056, -14336, 20224, 6911, 4862, -16879, 2304, -19695, 25319
11776, 8960, -17152, 21248, 6911, 4350, -16111, 2048, -19695, 25831
11776, 8960, -17152, 21248, 7935, 4094, -15599, 1792, -19439, 26087
13568, 6144, -16640, 21504, 7423, 4350, -14575, 1280, -19183, 26599
13568, 6144, -16640, 21504, 7423, 4350, -13807, 768, -18927, 26855
15616, 4096, -17408, 21504, 8191, 3838, -13295, 256, -18671, 27111
15616, 4096, -17408, 22272, 8191, 3838, 0, -13039, -18415, 27367
16640, 1280, -13056, 22272, 7935, 4094, 1280, -14319, -17391, 27879
16640, 1280, -13056, 22528, 7679, 4094, 2304, -15855, -16367, 28391
17664, 768, -9472, 22528, 8447, 4094, 2816, -16111, -15599, 28647
17664, 768, -9472, 22272, 7423, 4094, 3584, -17135, -14575, 29159
16640, 0, -3840, 22272, 7423, 4094, 4096, -17135, -13807, 29415
16640, 0, -3840, 21760, 7679, 3838, 4608, -17135, -13039, 29927
15616, -257, 769, 21760, 7167, 4606, 4864, -16879, -12783, 30183
15616, -257, 769, 21760, 7167, 4606, 4864, -16623, 0, 30439
15616, -257, 769, 21760, 6655, 4350, 4864, -16111, 0, 30695
14336, 0, 4865, 21504, 6655, 4350, 5120, -15599, 256, 30951
14336, 0, 4865, 21504, 7167, 4094, 4864, -14319, 768, 31463
13568, 256, 7681, 21504, 5887, 4350, 4608, -13807, 1024, 31719
13568, 256, 7681, 21248, 6143, 4350, 4096, 0, 1280, 32231
12032, 512, 8961, 21760, 6143, 4350, 3840, 256, 1280, 32487
12032, 512, 8961, 21760, 5887, 4606, 3584, 1024, 1024, 32743
12032, 512, 8961, 21248, 5887, 4606, 3328, 1280, 1024, -32537
10240, 1024, 10753, 21248, 5119, 4862, 3072, 1536, 1024, -32281
10240, 1024, 10753, 21248, 5119, 4862, 2816, 1792, 768, -32025
10240, 1024, 10753, 21248, 5887, 4862, 2304, 1536, 768, -31769
8192, 256, 12801, 21504, 4607, 5118, 1536, 1536, 768, -31257
8192, 256, 12801, 21248, 4607, 5118, 1280, 1280, 512, -31001
7680, 768, 13569, 21504, 4863, 4606, 256, 1024, 256, -30489
7680, 768, 13569, 21504, 4863, 4862, -12783, 768, 256, -30233
7936, 256, 13313, 21248, 4863, 4862, -13039, 256, 256, -29977
7936, 256, 13313, 21248, 4607, 4862, -13295, 512, 256, -29721
7936, 256, 13313, 21248, 4607, 4862, -13807, 1024, 0, -29465
8704, 512, 9985, 21248, 5375, 4862, -14319, 512, 256, -29209
8704, 512, 9985, 22016, 5375, 4862, -14831, 0, 512, -28953
8704, 512, 9985, 22016, 4351, 4862, -15087, -13039, 512, -28697
6912, 1536, 11009, 21504, 4351, 4862, -15087, -13295, 768, -28441
6912, 1536, 11009, 21504, 4863, 4862, -15343, -13295, 1024, -28185
6912, 1536, 11009, 21504, 4863, 4862, -15599, -13295, 1024, -27929
6912, 1536, 7425, 21504, 5375, 4862, -15599, -13039, 1024, -27673
6912, 1536, 7425, 21760, 4607, 4862, -15599, -13039, 1280, -27161
6144, 1536, 5889, 21504, 4607, 4862, -15343, -13039, 1280, -26905
6144, 1536, 5889, 21504, 5887, 4606, -15343, -13039, 1536, -26649
6144, 1536, 5889, 22016, 5887, 4606, -15343, 0, 1280, -26393
4608, 2304, 2305, 22016, 5119, 4862, -14831, 256, 1280, -26137
4608, 2304, 2305, 21760, 5119, 4862, -14831, 512, 1280, -25881
2816, 2304, 2817, 21760, 5375, 4606, -14063, 512, 1280, -25369
2816, 2304, 2817, 21760, 6143, 4606, -13807, 768, 1280, -25113
2816, 2304, 2817, 21760, 6143, 4606, -13551, 768, 1280, -24857
2048, 2048, 1537, 21760, 5375, 4606, -13551, 768, 1024, -24601
2048, 2048, 1537, 21504, 5375, 4606, -13039, 1024, 1024, -24345
2048, 2048, 1537, 21504, 5887, 4094, -13039, 1024, 768, -24089
1024, 1536, 2049, 21760, 5887, 4094, -12783, 1024, 768, -23833
1024, 1536, 2049, 22016, 5631, 4606, -12783, 1024, 512, -23321
768, 1792, 2049, 22016, 5119, 4862, -12783, 1024, 512, -23065
768, 1792, 2049, 22272, 5119, 4862, -12783, 768, 512, -22809
768, 1792, 2049, 22272, 5887, 4606, -13039, 768, 256, -22553
512, 2560, 2817, 22016, 5887, 4606, -13295, 512, 256, -22297
512, 2560, 2817, 22016, 5375, 4862, -13295, 512, 256, -22041
512, 2816, 2561, 22016, 5375, 4862, -13551, 512, 0, -21785
512, 2816, 2561, 22016, 5887, 4862, -13807, 256, 0, -21529
512, 2816, 2561, 22528, 5887, 4862, -13807, 256, 0, -21273
0, 2816, 2049, 22528, 5631, 4862, -14063, 256, -12783, -21017
0, 2816, 2049, 22272, 5631, 4862, -14319, 0, -12783, -20761
0, 2816, 2049, 22272, 5375, 4606, -14319, -12783, -13039, -20505
0, 2816, 769, 22272, 5375, 4606, -14575, -12783, -12783, -20249
0, 2816, 769, 22272, 5887, 4862, -14831, -12783, -13039, -19993
0, 2816, 769, 22016, 5887, 4862, -15087, -12783, -13039, -19737
-1, 2048, 1025, 22016, 4863, 5118, -15087, -13039, -13039, -19481
-1, 2048, 1025, 22016, 4863, 5118, -15087, -13039, -13295, -19225
-1, 2048, 1025, 22016, 6143, 4350, -15087, -13039, -13039, -18969
-513, 2048, 1537, 22272, 6143, 4350, -15087, -13039, -13551, -18713
-513, 2048, 1537, 22272, 5887, 4862, -15087, -13039, -13295, -18457
-513, 2048, 1537, 22528, 5887, 4862, -15087, -13039, -13551, -18201
0, 2048, 769, 22528, 5887, 4606, -15087, -13039, -13551, -17945
0, 2048, 769, 22528, 5887, 4606, -15087, 0, -13807, -17689
0, 2048, 769, 22528, 6655, 4350, -15343, 0, -13551, -17433
768, 1792, 1793, 22528, 6655, 4350, -15343, 256, -13551, -17177
768, 1792, 1793, 22528, 6143, 4862, -15599, 768, -13551, -16921
768, 1792, 1793, 22528, 6143, 4862, -15855, 1024, -13295, -16665
1536, 2048, 2561, 22528, 6399, 4350, -16111, 1536, -13039, -16409
1536, 2048, 2561, 22784, 6399, 4350, -16879, 1792, -13039, -16153
1536, 2048, 2561, 22784, 6655, 4350, -17135, 2048, -12783, -15897
1280, 2304, 2817, 22784, 6655, 4350, -17647, 2304, 0, -15641
1280, 2304, 2817, 22784, 6399, 4606, -18159, 2304, 256, -15385
1280, 2304, 2817, 23040, 6399, 4606, -18415, 2304, 512, -15129
512, 2816, 2561, 23552, 7423, 4350, -19439, 2304, 512, -14617
512, 2816, 2561, 23552, 7167, 4606, -19695, 2048, 512, -14361
-769, 3328, 3585, 23296, 7167, 4606, -20207, 1792, 256, -14105
-769, 3328, 3585, 23296, 7935, 4350, -20463, 1536, 512, -13849
-769, 3328, 3585, 23808, 7935, 4350, -21231, 1280, 256, -13593
-2049, 3072, 5377, 23808, 8447, 4094, -21999, 1280, 0, -13337
-2049, 3072, 5377, 23552, 8447, 4094, -23023, 768, 0, -13081
-2049, 3072, 5377, 23552, 8447, 3582, -23791, 768, 0, -12825
-2049, 2304, 4609, 23808, 8447, 3582, -24815, 1024, 0, -12569
-2049, 2304, 4609, 23808, 10239, 3070, -25839, 1024, 0, -12313
-2049, 2304, 4609, 24064, 10239, 3070, -26863, 1024, 0, -12057
-2305, 768, 3585, 24064, 9983, 3582, -27887, 512, 0, -11801
-2305, 768, 3585, 23808, 11263, 2814, -29679, -13039, 0, -11289
-1793, 256, 1793, 24064, 11263, 2814, -30703, -13807, 0, -11033
-1793, 256, 1793, 24064, 12543, 2814, -31471, -14575, 0, -10777
-1793, 256, 1793, 24320, 12543, 2814, -32239, -15087, 512, -10521
-1793, -1, 2817, 24320, 12799, 2302, 32273, -16367, 256, -10265
-1793, -1, 2817, 24320, 12799, 2302, 31249, -17647, 768, -10009
-1793, -1, 2817, 24320, 14847, 1534, 30225, -19439, 1024, -9753
-7681, -2561, 5633, 24320, 14847, 1534, 29201, -21487, 1280, -9497
-7681, -2561, 5633, 24320, 15871, 1278, 27665, -23791, 1536, -9241
-7681, -2561, 5633, 23552, 15871, 1278, 26385, -26351, 2048, -8985
-11265, -6657, 5633, 23552, 17407, 766, 24849, -28143, 2304, -8729
-11265, -6657, 5633, 23040, 17407, 766, 23313, -30703, 2816, -8473
-12033, -9729, 8449, 22016, 19711, -3, 20753, 30225, 3328, -7961
-12033, -9729, 8449, 22016, 20735, -771, 18961, 29457, 3584, -7705
-12033, -9729, 8449, 20480, 20735, -771, 17937, 29457, 4352, -7449
-5889, -12545, 1537, 20480, 23551, -1795, 16401, 30993, 4608, -7193
-5889, -12545, 1537, 19456, 23551, -1795, 14865, -31983, 4864, -6937
-5889, -12545, 1537, 19456, 25343, -2563, 13073, -27119, 4864, -6681
-257, -21761, -15616, 18176, 25343, -2563, 11793, -24815, 4608, -6425
-257, -21761, -15616, 18176, 27903, -3075, 12049, -21999, 4608, -6169
-257, -21761, -15616, 17152, 27903, -3075, 12817, -19695, 4096, -5913
8704, -13057, -21504, 17152, 30975, -3843, 13329, -14575, 2304, -5657
8704, -13057, -21504, 16128, 30975, -3843, 13073, 1792, 256, -5401
8704, -13057, -21504, 16128, 32511, -4355, 13073, 5120, -13551, -5145
7168, -6145, -32256, 16128, 32511, -4355, 12817, 7680, -14575, -4889
7168, -6145, -32256, 16128, -29953, -4867, 12561, 11776, -15599, -4633
7168, -6145, -32256, 17152, -29953, -4867, 12049, 16384, -16367, -4377
9984, 8448, 26624, 17152, -27393, -4867, 11537, 23808, -16879, -4121
9984, 8448, 26624, 17920, -27393, -4867, 11537, 30720, -16367, -3865
9984, 8448, 26624, 17920, -25345, -5379, 10769, 31488, -16111, -3609
10240, 16640, -29184, 19456, -25345, -5379, 9745, 29952, -15855, -3353
10240, 16640, -29184, 21504, -21761, -5379, 7185, 24320, -15599, -2841
9728, 18432, -17408, 21504, -19713, -5379, 5649, 19456, -15343, -2585
9728, 18432, -17408, 23296, -19713, -5379, 3857, 14848, -14831, -2329
9728, 18432, -17408, 23296, -15873, -5635, 2065, 10240, -14319, -2073
1280, 7680, -14080, 24832, -15873, -5635, 273, 6912, -13551, -1817
1280, 7680, -14080, 24832, -12289, -5635, -1264, 4608, -12783, -1561
1280, 7680, -14080, 25344, -12289, -5635, -2544, 3328, 512, -1305
-2305, -8449, -23040, 25344, -9729, -5635, -3568, 2048, 1024, -1049
-2305, -8449, -23040, 25344, -9729, -5635, -3824, 1280, 1280, -793
-2305, -8449, -23040, 25344, -5121, -5891, -3568, -13807, 1024, -537
-3073, -16641, -17920, 25856, -5121, -5891, -3056, -16623, 1024, -281
-3073, -16641, -17920, 25856, -2305, -5891, -2288, -18159, 768, -25
-3073, -16641, -17920, 25088, -2305, -5891, -1776, -18671, 768, 232
-4097, -20993, -19712, 25088, 1280, -6403, -752, -18671, 768, 488
-4097, -20993, -19712, 25344, 1280, -6403, 273, -20719, 768, 744
-4097, -20993, -19712, 25344, 5120, -5891, 1297, -20207, 768, 1000
-5633, -20225, -17408, 24832, 5120, -5891, 2065, -19695, 512, 1256
-5633, -20225, -17408, 24832, 7680, -6147, 2577, -18671, 0, 1512
-5633, -20225, -17408, 24576, 7680, -6147, 3089, -18159, -13039, 1768
-769, -21505, -16384, 24576, 11776, -6147, 3857, -19695, -13551, 2024
-769, -21505, -16384, 24064, 14336, -5635, 5905, -20719, -15087, 2536
1280, -26625, -14336, 23040, 14336, -5635, 6161, -21999, -16111, 2792
1280, -26625, -14336, 23040, 17920, -5379, 6161, -22255, -17135, 3048
1280, -26625, -14336, 22528, 17920, -5379, 6161, -23023, -18415, 3304
768, 32511, -10240, 22528, 20736, -5123, 6929, -24047, -19439, 3560
768, 32511, -10240, 22016, 20736, -5123, 8209, -25583, -19951, 3816
768, 32511, -10240, 22016, 23296, -5123, 10257, -26095, -20207, 4072
768, 17407, -4608, 20992, 23296, -5123, 11793, -26095, -20719, 4328
768, 17407, -4608, 20992, 27136, -4867, 13329, -25583, -20975, 4584
768, 17407, -4608, 20736, 27136, -4867, 14865, -24047, -20975, 4840
2560, 12799, -5888, 19200, 29184, -4355, 16913, -20207, -21487, 5352
2560, 12799, -5888, 19200, 32000, -4099, 17425, -17647, -21487, 5608
6144, 13311, -7424, 18432, 32000, -4099, 17937, -17391, -21743, 5864
6144, 13311, -7424, 18432, -31232, -3331, 17681, -16623, -21999, 6120
6144, 13311, -7424, 18176, -31232, -3331, 17169, -16367, -22511, 6376
6400, 17919, -2816, 18176, -29440, -3331, 16657, -16879, -22511, 6632
6400, 17919, -2816, 17408, -29440, -3331, 16401, -17391, -22255, 6888
6400, 17919, -2816, 17408, -26112, -2563, 16657, -18671, -21487, 7144
5376, 16127, -2816, 17408, -26112, -2563, 16913, -20207, -20975, 7400
5376, 16127, -2816, 17408, -24320, -2307, 16401, -21231, -20463, 7656
5376, 16127, -2816, 16640, -24320, -2307, 15633, -21231, -19951, 7912
9472, 17663, -5376, 16640, -22016, -1539, 14609, -21231, -19183, 8168
9472, 17663, -5376, 15872, -22016, -1539, 13329, -21743, -18415, 8424
9472, 17663, -5376, 15872, -18944, -515, 11793, -21743, -17647, 8680
13056, 22271, -5120, 14848, -18944, -515, 10001, -22255, -16879, 8936
13056, 22271, -5120, 14848, -16640, -3, 7953, -22767, -16367, 9192
13056, 22271, -5120, 14336, -16640, -3, 6161, -23279, -15855, 9448
12544, 25343, -6400, 14336, -13056, 766, 4369, -24559, -15343, 9704
12544, 25343, -6400, 13568, -13056, 766, 3601, -25583, -14575, 9960
12544, 25343, -6400, 13568, -10496, 1534, 3089, -25583, -13807, 10216
11520, 19199, -12032, 12288, -10496, 1534, 2577, -25583, -12783, 10472
11520, 19199, -12032, 11776, -7680, 2814, 2321, -25583, 1792, 10984
11008, 19199, -13824, 11776, -4352, 4350, 2577, -25327, 2048, 11240
11008, 19199, -13824, 11008, -4352, 4350, 2321, -25071, 2816, 11496
11008, 19199, -13824, 11008, -1792, 5374, 1809, -24559, 3072, 11752
9984, 20223, -18432, 9728, -1792, 5374, 1809, -25327, 3328, 12008
9984, 20223, -18432, 9728, 1793, 6910, 2321, -25071, 3584, 12264
10240, 16895, -23296, 9472, 4353, 8190, 4881, -27119, 4352, 12776
10240, 16895, -23296, 8704, 4353, 8190, 6161, -24815, 4864, 13032
10240, 16895, -23296, 8704, 6657, 9214, 8209, -27375, 4864, 13288
7936, 13055, -24832, 7936, 6657, 9214, 10257, -27631, 5120, 13544
7936, 13055, -24832, 7936, 9985, 10750, 11793, -25839, 5120, 13800
7936, 13055, -24832, 7168, 9985, 10750, 13585, -26607, 4608, 14056
7936, 8959, -29952, 7168, 11265, 11518, 15633, -27375, 4096, 14312
7936, 8959, -29952, 6400, 11265, 11518, 17169, -26095, 3584, 14568
7936, 8959, -29952, 6400, 14081, 12798, 17937, -25327, 4608, 14824
12032, 7423, -28160, 5888, 14081, 12798, 17681, -23535, 5888, 15080
12032, 7423, -28160, 5888, 15361, 14334, 19217, -24815, 6144, 15336
13824, 1535, -27392, 5376, 17153, 15102, 23313, -21231, 6144, 15848
13824, 1535, -27392, 4864, 17153, 15102, 25873, -21487, 5888, 16104
13824, 1535, -27392, 4864, 19201, 16126, 27665, -19951, 5376, 16360
9984, -1538, 32000, 4352, 19201, 16126, 29457, -19183, 5120, 16616
9984, -1538, 32000, 4352, 20225, 16894, 31249, -18415, 4864, 16872
9984, -1538, 32000, 3840, 20225, 16894, -31983, -18415, 5120, 17128
9984, -514, -30976, 3840, 21249, 17406, -28911, -15599, 6400, 17640
9984, -514, -30976, 3840, 22529, 18174, -27887, -14575, 6912, 17896
13312, 767, -29696, 3840, 22529, 18174, -27119, -13807, 7936, 18152
13312, 767, -29696, 3840, 22529, 18430, -26607, 0, 8448, 18408
13312, 767, -29696, 3840, 22529, 18430, -26351, 1792, 8704, 18664
12288, -1026, -26112, 3840, 24065, 18942, -25839, 3072, 9216, 18920
12288, -1026, -26112, 4608, 24065, 18942, -25583, 4352, 9216, 19176
12288, -1026, -26112, 4608, 24065, 19454, -25071, 4864, 9472, 19432
8960, 1535, -22016, 4864, 24065, 19454, -24815, 5376, 9728, 19688
8960, 1535, -22016, 4864, 25089, 19710, -24815, 5632, 10240, 19944
8960, 1535, -22016, 5632, 25089, 19710, -25071, 5888, 10496, 20200
7936, 2047, -20736, 5632, 25601, 20478, -25327, 6400, 11008, 20456
7680, 3583, -20480, 6912, 25601, 20734, -27119, 6912, 11520, 21224
7680, 3583, -20480, 6912, 26881, 22014, -28143, 6400, 11264, 21480
7680, 3583, -20480, 7680, 26881, 22014, -28911, 6144, 11008, 21736
4352, 4607, -20224, 7680, 26881, 22270, -29679, 5632, 10496, 21992
4352, 4607, -20224, 8192, 26881, 22270, -30447, 4864, 10240, 22248
4352, 4607, -20224, 8192, 28161, 22526, -30959, 4352, 9728, 22504
1280, 5631, -23296, 9216, 28161, 22526, -31471, 3840, 9216, 22760
1280, 5631, -23296, 9472, 28929, 24062, -32495, 3328, 8448, 23272
1536, 6399, -24576, 9472, 28929, 24062, 32529, 3072, 8192, 23528
1536, 6399, -24576, 9984, 28929, 24062, 32017, 3328, 7680, 23784
1024, 9215, -25856, 10752, 30977, 25342, 30737, 3584, 7168, 24296
1024, 9215, -25856, 10752, 31489, 25854, 30481, 3840, 6912, 24552
1024, 9215, -25856, 11264, 31489, 25854, 29713, 4864, 7168, 24808
1536, 9727, -26624, 11264, 32513, 26878, 28945, 4096, 7168, 25064
2304, 10239, -27648, 12288, -31487, 28158, 27153, 4608, 6656, 25832
2304, 10239, -27648, 12288, -30975, 28670, 26641, 5376, 6400, 26088
2304, 10239, -27648, 12544, -30975, 28670, 25361, 5888, 6144, 26344
1536, 9983, 32512, 12544, -29183, 30206, 25361, 3584, 5632, 26600
1536, 9983, 32512, 13312, -29183, 30206, 24593, 4096, 4864, 26856
-257, 9215, 32000, 13568, -28415, 31230, 24081, 3584, 3328, 27368
-257, 9215, 32000, 13568, -27135, 32254, 24081, 2816, 2304, 27624
-257, 9215, 32000, 13824, -27135, 32254, 24337, 3072, 1536, 27880
-769, 5119, 29696, 13824, -25087, -31234, 24593, 2304, 768, 28136
-769, 5119, 29696, 14080, -25087, -31234, 25105, 2816, 0, 28392
-769, 5119, 29696, 14080, -24575, -30978, 25361, 3584, -12783, 28648
2560, 2815, 24320, 14080, -24575, -30978, 25873, 2304, -13039, 28904
2560, 2815, 24320, 14336, -23039, -29186, 27409, 1792, -13295, 29416
2816, 5631, 22016, 14336, -22271, -28162, 28177, 1792, -13295, 29672
2816, 5631, 22016, 14336, -22271, -28162, 29201, 1792, -13551, 29928
2816, 5631, 22016, 14336, -21247, -27138, 29969, 1280, -13807, 30184
3840, 4863, 16640, 14080, -19711, -25858, 32017, 1536, -13807, 30696
3840, 4863, 16640, 14080, -19711, -25858, 32529, 3072, -13295, 30952
6656, 6143, 9984, 14080, -19455, -25602, -32495, 2816, -12783, 31208
6656, 6143, 9984, 14080, -19455, -25602, -31471, 512, 0, 31464
6656, 6143, 9984, 14080, -17919, -24066, -30191, 1024, 0, 31720
8192, 4607, 12800, 14080, -17919, -24066, -29423, 1536, 0, 31976
8192, 4607, 12800, 14080, -17407, -23298, -28655, 1024, 0, 32232
8192, 4607, 12800, 14336, -17407, -23298, -27375, 768, 0, 32488
6400, 2559, 12544, 14336, -16895, -23042, -26351, 1024, 0, 32744
6400, 2559, 12544, 14080, -16895, -23042, -25327, 1024, -12783, -32536
6400, 2559, 12544, 14080, -15871, -21762, -24559, 2560, -12783, -32280
5888, 511, 13312, 14592, -15871, -21762, -23535, 2816, -13039, -32024
5888, 511, 13312, 14592, -15871, -22274, -22767, 2816, -13039, -31768
5888, 511, 13312, 14336, -15871, -22274, -22255, 2816, -12783, -31512
4608, 255, 17408, 14336, -15359, -21250, -22255, 3072, 0, -31256
4608, 255, 17408, 14336, -15359, -21250, -21999, 3072, 0, -31000
4608, 255, 17408, 14336, -14847, -20482, -22255, 3328, 256, -30744
5632, 511, 23296, 14848, -14847, -20482, -22255, 3584, 512, -30488
5632, 511, 23296, 14848, -14847, -20738, -22767, 3328, 1024, -30232
5632, 511, 23296, 14592, -14847, -20738, -23279, 3584, 1280, -29976
6912, -258, 24576, 14592, -14079, -19202, -23791, 3072, 1536, -29720
6912, -258, 24576, 14848, -14079, -19202, -24303, 2816, 1792, -29464
7424, -770, 25600, 14848, -14079, -19202, -25583, 1536, 2816, -28952
7424, -770, 25600, 14848, -13567, -18434, -26351, 1024, 3328, -28696
8960, -514, 24064, 15360, -12543, -17922, -27375, 256, 4096, -28184
9472, -770, 20224, 15104, -12287, -17922, -27631, 256, 5632, -27416
9472, -770, 20224, 15104, -11519, -16130, -27887, 0, 6144, -27160
9216, 511, 16896, 15872, -11519, -16130, -27887, -12783, 6400, -26904
9216, 511, 16896, 15872, -11519, -15874, -27887, 512, 7168, -26648
9216, 511, 16896, 15872, -11519, -15874, -28911, 1536, 8192, -26392
12544, 1791, 12800, 15872, -11007, -15362, -29679, 768, 9216, -26136
12544, 1791, 12800, 16128, -11007, -15362, -29423, -13551, 9984, -25880
12544, 1791, 12800, 16128, -9983, -14082, -29935, 512, 10496, -25624
7424, 2303, 19968, 16896, -9983, -14082, -29935, 768, 10752, -25368
7424, 2303, 19968, 17408, -10751, -14082, -29679, 512, 9984, -24856
4352, -1538, 20480, 17408, -9215, -12034, -29935, 2304, 9216, -24600
4352, -1538, 20480, 17920, -9215, -12034, -30447, 2560, 9216, -24344
4352, -1538, 20480, 17920, -8703, -12290, -30447, 1280, 8448, -24088
1792, -3074, 22016, 18688, -8703, -12290, -30959, 3072, 7680, -23832
1792, -3074, 22016, 18688, -8447, -11010, -31471, 3072, 7424, -23576
1792, -3074, 22016, 18688, -8447, -11010, -32239, 2560, 6912, -23320
-1, -770, 18944, 18688, -7679, -9474, -32751, 2304, 6656, -23064
-1, -770, 18944, 19712, -7679, -9474, 31761, 1536, 6400, -22808
-1, -770, 18944, 19712, -7167, -9218, 30737, 1792, 6400, -22552
3328, -2, 13568, 19712, -6399, -7426, 29457, -12783, 6400, -22040
3328, -2, 13568, 20224, -6399, -7426, 27153, 3584, 6912, -21784
5376, 8191, 14336, 20224, -5887, -6402, 22801, 7936, 6656, -21528
5376, 8191, 14336, 20480, -5887, -6402, 17937, -13295, 5888, -21272
