accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, packetNum
24063, 13057, -19712, -16641, -27394, 22782, -24559, 26112, -24063, -27647
24063, 13057, -19712, -16641, -25858, 22782, -24047, 25856, -27647, -27391
24063, 13057, -19712, -19201, -25858, 22782, -23279, 24576, -31743, -27135
-2306, 3585, -10752, -19201, -25602, 22782, -23023, 22528, 29441, -26879
-2306, 3585, -10752, -22785, -25602, 22782, -23023, 18688, 25089, -26623
-2306, 3585, -10752, -22785, -24066, 22014, -23791, 13312, 20225, -26367
-27138, 769, 1, -25089, -22786, 22014, -26095, 5632, 9473, -25855
-27138, 769, 1, -28161, -22786, 22014, -26607, 2816, 3841, -25599
21758, 1281, -2304, -30465, -21762, 21758, -27631, -15855, -8960, -25087
21758, 1281, -2304, -30465, -20226, 21246, -27375, -18159, -16128, -24831
12798, -6400, -7680, -32513, -19202, 21502, -25327, -21487, -30720, -24319
12798, -6400, -7680, 30719, -19202, 21502, -23535, -22255, 27136, -24063
13054, -19456, -25344, 30719, -18178, 20478, -19951, -21231, 19200, -23807
13054, -19456, -25344, 29439, -17410, 20990, -20207, -20207, 3328, -23295
9214, -21760, -12032, 27903, -17410, 20990, -19951, -21487, -16623, -23039
9214, -21760, -12032, 27903, -17410, 20222, -20207, -23279, -23279, -22783
9214, -21760, -12032, 27391, -17410, 20222, -19695, -25071, -29423, -22527
20990, -18432, -4096, 27391, -16642, 20222, -19183, -26863, 30737, -22271
20990, -18432, -4096, 27903, -16642, 20222, -18671, -27375, 25873, -22015
20990, -18432, -4096, 27903, -16898, 20734, -18159, -27887, 21777, -21759
-23042, -15872, -7680, 27391, -16898, 19966, -17903, -29167, 14609, -21247
-23042, -15872, -7680, 28159, -16898, 19966, -17903, -30447, 11281, -20991
-4098, -15616, -3584, 28159, -17410, 19966, -17903, -31983, 5649, -20479
-4098, -15616, -3584, 28159, -17666, 20222, -18159, -32239, 3601, -20223
12287, -16640, -5376, 29183, -17666, 20222, -18671, -32495, 1297, -19967
12287, -16640, -5376, 30719, -17666, 19966, -20463, -32751, -1008, -19455
32511, -15104, 769, 30719, -18690, 20222, -21743, -31983, -1264, -19199
32511, -15104, 769, 30719, -18690, 20222, -23279, -30959, -1008, -18943
32511, -15104, 769, 30719, -18434, 19454, -24047, -30191, -1520, -18687
-9729, -16128, 6657, 32255, -18434, 19454, -24815, -29679, -2288, -18431
-9729, -16128, 6657, 32255, -18434, 19198, -25071, -28911, -3312, -18175
-4865, -24064, 257, -32001, -18434, 19454, -25839, -25583, -4592, -17663
-4865, -24064, 257, -30977, -18434, 19454, -26351, -24047, -4592, -17407
-4865, -24064, 257, -30977, -18178, 18430, -26607, -22255, -4592, -17151
2304, -23552, -768, -28929, -18178, 18430, -26607, -20719, -4336, -16895
2304, -23552, -768, -27905, -18434, 18430, -25839, -18927, -3568, -16383
2560, -24576, -6656, -27905, -17922, 17406, -24559, -18159, -3056, -16127
2560, -24576, -6656, -25857, -17922, 17406, -23535, -17135, -2800, -15871
2560, -24576, -6656, -25857, -17666, 16894, -22511, -15343, -1776, -15615
2560, -23552, -14336, -24065, -17666, 16894, -21231, -13551, -1264, -15359
2560, -23552, -14336, -24065, -17922, 16638, -20463, 1536, -752, -15103
-1, -25856, -15872, -22529, -17410, 15870, -17647, 6144, -496, -14591
-1, -25856, -15872, -19713, -17410, 15870, -15855, 8448, -752, -14335
-1, -25856, -15872, -19713, -18178, 15870, -13551, 10752, -1520, -14079
-10497, -30976, -21760, -17921, -18178, 15102, 4096, 12800, -3568, -13567
-10497, -30976, -21760, -14849, -18178, 15102, 6912, 13312, -5872, -13311
-18689, -31488, -20736, -14849, -18434, 14846, 9728, 14336, -8176, -13055
-18689, -31488, -20736, -12289, -18434, 14846, 12800, 14592, -11504, -12799
-18689, -31488, -20736, -12289, -19458, 15102, 15872, 15104, -15344, -12543
-21249, -31232, -17920, -9729, -20482, 14846, 21504, 13568, -23792, -12031
-21249, -31232, -17920, -5633, -20482, 14846, 24064, 12032, -28144, -11775
-21249, -30464, -10496, -5633, -21762, 15870, 26880, 9984, -32240, -11519
-21249, -30464, -10496, -2561, -21762, 15870, 29440, 7424, 28944, -11263
-21249, -30464, -10496, -2561, -22786, 15870, 31232, 4608, 25104, -11007
-12033, -22528, -1280, 1280, -22786, 15870, 32256, 1536, 21776, -10751
-12033, -22528, -1280, 1280, -24322, 17662, -32256, -14319, 18704, -10495
-12033, -22528, -1280, 5120, -24322, 17662, -31744, -17647, 16144, -10239
1024, -11520, 6401, 5120, -26114, 18174, -32000, -21487, 14096, -9983
1024, -11520, 6401, 9216, -26114, 18174, -32512, -25583, 12560, -9727
1024, -11520, 6401, 9216, -26114, 18430, 32256, -29935, 11536, -9471
14592, -3072, 16641, 13312, -26114, 18430, 30976, 31505, 10512, -9215
14592, -3072, 16641, 13312, -26882, 19710, 29184, 27921, 10000, -8959
14592, -3072, 16641, 16128, -26882, 19710, 26880, 24593, 10000, -8703
-32256, -1280, 22785, 16128, -27650, 19710, 24064, 22033, 10000, -8447
-32256, -1280, 22785, 20224, -27650, 19710, 20992, 19729, 10768, -8191
-32256, -1280, 22785, 20224, -27138, 19198, 16896, 18193, 12048, -7935
-15616, -3840, 28673, 23040, -27138, 19198, 13056, 16913, 13584, -7679
-15616, -3840, 28673, 23040, -27138, 19710, 8704, 16657, 16144, -7423
-15616, -3840, 28673, 26624, -27138, 19710, 4352, 17169, 19216, -7167
-256, -9728, 31233, 26624, -25090, 18686, -13039, 17425, 23312, -6911
-256, -9728, 31233, 29184, -25090, 18686, -17903, 18193, 27408, -6655
-256, -9728, 31233, 29184, -23810, 17918, -21999, 19217, 32016, -6399
8705, -15616, 30721, 31232, -23810, 17918, -26607, 20497, -28400, -6143
8705, -15616, 30721, 31232, -21250, 16638, -30447, 22545, -23280, -5887
8705, -15616, 30721, -32256, -21250, 16638, 31249, 25617, -18160, -5631
13569, -25088, 21505, -32256, -18178, 15102, 28433, 28689, -12528, -5375
13569, -25088, 21505, -30720, -18178, 15102, 25873, -32751, -7408, -5119
13569, -25088, 21505, -30720, -16130, 14334, 23825, -28911, -2800, -4863
15617, 32000, 10753, -29184, -16130, 14334, 22033, -24303, 2065, -4607
15617, 32000, 10753, -29184, -12034, 13054, 21521, -19695, 6417, -4351
13569, 25088, -3328, -27904, -9730, 12286, 20497, 2304, 13585, -3839
13569, 25088, -3328, -26624, -9730, 12286, 19729, 6400, 16657, -3583
13569, 25088, -3328, -26624, -6914, 11262, 19217, 9984, 19217, -3327
4865, 23040, -5120, -24576, -6914, 11262, 19473, 13568, 22033, -3071
4865, 23040, -5120, -24576, -3330, 10238, 19985, 16128, 24593, -2815
3329, 20736, -12800, -20736, -1538, 10494, 24337, 20992, 32273, -2047
3329, 20736, -12800, -20736, 1535, 9470, 26641, 23296, -29423, -1791
10497, 19712, -27136, -18944, 2815, 9726, 29713, 24064, -23791, -1279
10497, 19712, -27136, -17152, 2815, 9726, 31761, 23040, -20975, -1023
7681, 15616, -25088, -17152, 4607, 10238, -32239, 22016, -18415, -767
7681, 15616, -25088, -15616, 4607, 10238, -30191, 19712, -15599, -511
7425, 14336, -32256, -15616, 6143, 9726, -26095, 19712, -13295, -255
7425, 14336, -32256, -13824, 6143, 9726, -23023, 18688, 1280, 2
7425, 14336, -32256, -13824, 6399, 10494, -20463, 17920, 3328, 258
513, 9728, 25856, -12800, 7167, 10238, -16623, 16384, 7168, 770
513, 9728, 25856, -12032, 7167, 10238, -15343, 15360, 8960, 1026
-3328, 8448, -32512, -12032, 6655, 10750, -14575, 14336, 11008, 1282
-3328, 8448, -32512, -11520, 6655, 10750, -13807, 13824, 13056, 1538
-4096, 9728, -25856, -10752, 6399, 11518, -13295, 13312, 17152, 2050
-4096, 9728, -25856, -10496, 6143, 11262, -13551, 14336, 21760, 2562
-4352, 11776, -11264, -10496, 5119, 12286, -14575, 14592, 24064, 2818
-4352, 11776, -11264, -10240, 5119, 12286, -14831, 15104, 26112, 3074
-4352, 11776, -11264, -10240, 4607, 12286, -15087, 15360, 28160, 3330
-5632, 15616, -15872, -9984, 4607, 12286, -15087, 15104, 30464, 3586
-5632, 15616, -15872, -9984, 4351, 12542, -14831, 15104, 32512, 3842
-5632, 15616, -15872, -10240, 4351, 12542, -14575, 14848, -30976, 4098
-7936, 17408, -17920, -10240, 2303, 13054, -14319, 14848, -28672, 4354
-7936, 17408, -17920, -9984, 2303, 13054, -13807, 14336, -26368, 4610
-7936, 17408, -17920, -9984, 2047, 13054, -13295, 13824, -23808, 4866
-12544, 19200, -17408, -10496, 2047, 13054, -13039, 12544, -21248, 5122
-12544, 19200, -17408, -10496, 511, 13566, 0, 10752, -18688, 5378
-12544, 19200, -17408, -11264, 511, 13566, 768, 8704, -15872, 5634
-13312, 24832, -15104, -11264, -1026, 13822, 1536, 6144, -13056, 5890
-13312, 24832, -15104, -12288, -1026, 13822, 2048, 3840, -9984, 6146
-13312, 24832, -15104, -12288, -2306, 14078, 2560, 2048, -6400, 6402
-13568, 31488, -12544, -13824, -2306, 14078, 3328, 512, -3328, 6658
-13568, 31488, -12544, -13824, -5122, 14846, 3584, -13295, 257, 6914
-13568, 31488, -12544, -15616, -5122, 14846, 3840, -14063, 3585, 7170
-15872, -29440, -9728, -15616, -6402, 14590, 4096, -15343, 6913, 7426
-15872, -29440, -9728, -17920, -6402, 14590, 4096, -16111, 10241, 7682
-15872, -29440, -9728, -17920, -9218, 15358, 3840, -17647, 12289, 7938
-25344, -25344, -8960, -20736, -9218, 15358, 4096, -17903, 15361, 8194
-25344, -25344, -8960, -20736, -11266, 15358, 3840, -18415, 18177, 8450
-28416, -20224, -6656, -24064, -13314, 15614, 4096, -18927, 23297, 8962
-28416, -20224, -6656, -27648, -13314, 15614, 4096, -18927, 25857, 9218
-32256, -14848, -5376, -31232, -15874, 16638, 4608, -17903, 29697, 9730
-32256, -14848, -5376, -31232, -17154, 16126, 5120, -16879, 30977, 9986
-32256, -14848, -5376, 30208, -17154, 16126, 5376, -15343, 32513, 10242
29696, -7936, -5376, 30208, -19202, 17150, 5632, -13551, -31743, 10498
29696, -7936, -5376, 26112, -21762, 17918, 6400, 2304, -29439, 11010
25600, -2304, -4096, 22272, -21762, 17918, 6656, 3840, -28415, 11266
25600, -2304, -4096, 18432, -22530, 18174, 6912, 6400, -26367, 11778
19200, 4097, -1792, 18432, -24322, 19454, 6144, 7424, -25343, 12034
19200, 4097, -1792, 14336, -24322, 19454, 5632, 8192, -24575, 12290
19200, 4097, -1792, 14336, -25602, 20222, 5120, 8960, -23551, 12546
13056, 6657, 3585, 10240, -25602, 20222, 4352, 9728, -22271, 12802
13056, 6657, 3585, 6656, -26114, 20990, 2816, 10240, -19455, 13314
9216, 5121, 4097, 6656, -27394, 22014, 2304, 10496, -17919, 13570
9216, 5121, 4097, 2304, -27394, 22014, 1536, 10752, -16895, 13826
9216, 5121, 4097, 2304, -27394, 21758, 1280, 10752, -16127, 14082
-1, 8193, -512, -1025, -28162, 22270, 768, 11264, -15871, 14594
-1, 8193, -512, -5633, -28162, 22270, 2048, 12800, -16127, 14850
-14593, 10497, -11520, -5633, -28418, 22526, 2560, 13824, -17151, 15106
-14593, 10497, -11520, -9729, -28418, 22526, 3072, 15616, -17919, 15362
-14593, 10497, -11520, -9729, -28162, 23038, 4096, 16896, -19711, 15618
-30977, 11265, -11264, -13825, -28162, 23038, 4608, 18688, -22015, 15874
-30977, 11265, -11264, -17665, -28162, 23550, 3072, 20480, -27903, 16386
14079, 15873, -3584, -17665, -27394, 24062, 1024, 19456, -31743, 16642
14079, 15873, -3584, -20481, -27394, 24574, -16623, 14848, 25857, 17154
-8706, 12289, 8193, -24321, -27394, 24574, -18671, 13824, 21761, 17410
-8706, 12289, 8193, -26881, -26370, 24062, -23279, 14336, 12801, 17922
-22274, -2560, 4353, -26881, -25090, 23550, -25071, 14848, 8193, 18178
-22274, -2560, 4353, -29441, -25090, 23550, -26351, 14336, 2561, 18434
-22274, -2560, 4353, -29441, -24322, 24062, -27631, 13568, -2560, 18690
-32514, -11520, -512, -32001, -22274, 22782, -29423, 9984, -14336, 19202
-32514, -11520, -512, 32255, -22274, 22782, -24815, 10240, -20992, 19458
-28930, -26624, 31232, 32255, -21250, 22526, -25839, 4352, -29952, 19714
-28930, -26624, 31232, 30719, -21250, 22526, -22767, 1280, 26880, 19970
-28930, -26624, 31232, 30719, -20738, 22014, -24559, 256, 22528, 20226
18174, -7936, -3072, 29951, -20738, 22014, -25327, -14831, 17920, 20482
18174, -7936, -3072, 29951, -19202, 21502, -25583, -15855, 13056, 20738
18174, -7936, -3072, 29439, -19202, 21502, -24815, -16367, 8192, 20994
27134, -7424, -4096, 29439, -18690, 21246, -23791, -14831, 3328, 21250
27134, -7424, -4096, 28159, -18690, 21246, -22511, -13039, -14831, 21506
-32002, -19456, -18176, 28671, -17922, 20734, -19439, 1792, -26863, 22018
-32002, -19456, -18176, 28671, -17922, 20734, -18159, 2048, -32751, 22274
-32002, -19456, -18176, 28671, -17922, 20734, -17903, 256, 27409, 22530
-22786, -19712, -9216, 28671, -18178, 20734, -17903, -15343, 22033, 22786
-22786, -19712, -9216, 29183, -18178, 20734, -18159, -18671, 17681, 23042
-22786, -19712, -9216, 29183, -17922, 19966, -17903, -21487, 13585, 23298
-10242, -15104, -2304, 30975, -17922, 19966, -17903, -23279, 10513, 23554
-10242, -15104, -2304, 30975, -18690, 20222, -17391, -23535, 7441, 23810
10751, -8448, -1280, 31487, -18434, 19710, -18415, -20975, 2321, 24322
10751, -8448, -1280, -32513, -18434, 19710, -18159, -18159, 1297, 24578
10751, -8448, -1280, -32513, -18946, 19710, -18159, -14831, 529, 24834
30207, -11776, -4608, -31233, -19202, 19454, -18415, 4096, 273, 25346
30207, -11776, -4608, -29441, -19202, 19454, -18159, 6144, -496, 25602
-21505, -14336, -768, -26881, -19202, 19198, -17135, 9216, -3312, 26114
-21505, -14336, -768, -26881, -19714, 18942, -16367, 9472, -4592, 26370
-22273, -20736, -1792, -25089, -19458, 17918, -15599, 8704, -8176, 26882
-22273, -20736, -1792, -21761, -19458, 17918, -15855, 7936, -10224, 27138
-24065, -19200, 3841, -21761, -19970, 17918, -15343, 6144, -12016, 27394
-24065, -19200, 3841, -19201, -19970, 17918, -14831, 4096, -14064, 27650
-24065, -19200, 3841, -19201, -20226, 17406, -14319, 2048, -16112, 27906
-29953, -21248, 1537, -16641, -20226, 17150, -13551, -16367, -21232, 28418
-29953, -21248, 1537, -13057, -20226, 17150, -12783, -19439, -23536, 28674
-31489, -23296, 769, -13057, -20994, 17150, 256, -22511, -26096, 28930
-31489, -23296, 769, -11009, -20738, 16382, 1536, -27119, -31472, 29442
-27905, -23808, -2304, -8193, -20738, 16382, 2816, -28911, 31248, 29698
-27905, -23808, -2304, -8193, -20738, 16638, 4352, -29935, 28432, 29954
-20737, -21504, -5376, -5889, -21762, 15870, 8192, -31983, 23312, 30466
-20737, -21504, -5376, -3585, -21762, 15870, 9984, 32273, 21008, 30722
-20737, -21504, -5376, -3585, -21250, 15614, 11520, 31505, 18960, 30978
-14081, -19456, -7168, -513, -22274, 16126, 13824, 28177, 14608, 31490
-14081, -19456, -7168, 1536, -22274, 16126, 14336, 26385, 12560, 31746
-6657, -16384, -2048, 1536, -22018, 16126, 14336, 24849, 10512, 32002
-6657, -16384, -2048, 4608, -22274, 16382, 13312, 21265, 6928, 32514
512, -11776, 513, 7168, -22274, 16382, 12288, 21777, 4112, -32510
512, -11776, 513, 9984, -22274, 16382, 11520, 23569, 2832, -32254
11776, -11008, -3328, 9984, -21762, 15358, 11008, 26129, 2320, -31998
11776, -11008, -3328, 13312, -21762, 15358, 10752, 28689, 1552, -31742
11776, -11008, -3328, 13312, -21762, 15358, 10496, 30225, 1552, -31486
23296, -14080, -5888, 16384, -21762, 15358, 10240, 30737, 1296, -31230
23296, -14080, -5888, 16384, -20738, 14846, 9472, 30993, 1296, -30974
23296, -14080, -5888, 20480, -20738, 14846, 8704, 30737, 1808, -30718
-31488, -11520, -768, 20480, -19202, 14590, 7936, 30481, 2576, -30462
-31488, -11520, -768, 23552, -19202, 14590, 6656, 30481, 3856, -30206
-31488, -11520, -768, 23552, -18434, 14334, 5632, 29969, 5392, -29950
-18688, -9216, 2817, 27392, -16386, 13310, 2304, 29713, 9232, -29438
-18688, -9216, 2817, 30720, -16386, 13310, 768, 29969, 11536, -29182
-9728, -12544, 3841, 30720, -14594, 13310, -13551, 30225, 14096, -28926
-9728, -12544, 3841, -31744, -14594, 13310, -15343, 30993, 16912, -28670
-9728, -12544, 3841, -31744, -12546, 12542, -17135, 31761, 20240, -28414
-1280, -16896, 4097, -29184, -9218, 11774, -20975, -31215, 26896, -27902
-1280, -16896, 4097, -26624, -9218, 11774, -22255, -29935, 30736, -27646
3329, -25088, 1025, -26624, -7170, 11518, -24047, -29423, -30704, -27390
3329, -25088, 1025, -24064, -3842, 10238, -25839, -27887, -22256, -26878
7937, 32256, -1024, -22272, -3842, 10238, -26863, -26351, -18160, -26622
7937, 32256, -1024, -20736, -1282, 9982, -29679, -22255, -9712, -26110
10753, 27136, -2560, -20736, 1279, 9214, -30703, -19439, -5616, -25854
10753, 27136, -2560, -19200, 1279, 9214, -31215, -17135, -1264, -25598
16129, 22272, -10752, -17920, 4351, 8702, -30959, 256, 7953, -25086
16129, 22272, -10752, -17920, 6655, 8446, -30703, 2560, 12561, -24830
16129, 22272, -10752, -15872, 6655, 8446, -29423, 4608, 17169, -24574
19969, 19456, -14336, -14592, 9215, 7422, -26351, 7680, 26641, -24062
19969, 19456, -14336, -14592, 10495, 7934, -24815, 9472, 30993, -23806
23297, 18176, -18176, -13568, 10495, 7934, -20719, 12032, -28655, -23550
23297, 18176, -18176, -13568, 11519, 7934, -17391, 13568, -23791, -23294
23297, 18176, -18176, -12544, 11519, 7934, -14575, 15616, -18671, -23038
28417, 19968, 27136, -11520, 12799, 7934, 3328, 19456, 3584, -22526
28417, 19968, 27136, -11520, 11775, 8702, 5376, 20736, 7936, -22270
25601, 18176, 29440, -10496, 11775, 8702, 6656, 21248, 12288, -22014
25601, 18176, 29440, -10496, 11519, 8958, 7680, 21504, 16384, -21758
25601, 18176, 29440, -9472, 11519, 8958, 8192, 22016, 19968, -21502
14849, 16640, -24064, -9472, 11007, 9982, 7936, 22528, 23808, -21246
14849, 16640, -24064, -8704, 8959, 11006, 6144, 22016, 30720, -20734
7681, 20224, -11520, -7936, 8959, 11006, 4864, 21504, -31744, -20478
7681, 20224, -11520, -7936, 8191, 11006, 3328, 21248, -28672, -20222
1025, 22784, -4608, -7680, 6143, 12286, -13551, 20480, -22784, -19710
1025, 22784, -4608, -7680, 6143, 12286, -15343, 20736, -20224, -19454
1025, 22784, -4608, -7680, 4863, 12286, -16623, 20992, -17920, -19198
-8192, 26368, -1536, -7424, 4863, 12286, -17903, 20224, -15616, -18942
-8192, 26368, -1536, -7936, 3839, 12798, -19439, 20736, -12032, -18430
-16384, 28928, -6912, -7936, 1791, 13822, -19695, 21760, -10240, -18174
-16384, 28928, -6912, -7936, 1791, 13822, -20207, 22528, -8704, -17918
-16384, 28928, -6912, -7936, 1023, 13566, -20207, 22272, -7424, -17662
-24320, 30720, -13056, -8704, 1023, 13566, -20207, 22528, -6400, -17406
-24320, 30720, -13056, -8704, -1026, 14590, -19951, 22528, -5120, -17150
-24320, 30720, -13056, -9728, -1026, 14590, -19439, 22272, -4096, -16894
-32000, -32256, -16896, -9728, -2306, 14846, -19183, 20992, -3328, -16638
-32000, -32256, -16896, -10240, -2306, 14846, -18927, 20480, -2560, -16382
-32000, -32256, -16896, -10240, -3586, 15102, -18159, 19456, -1792, -16126
28928, -29696, -15104, -11008, -3586, 15102, -17903, 16896, -1024, -15870
28928, -29696, -15104, -11008, -5890, 15614, -16879, 15104, -256, -15614
28928, -29696, -15104, -12288, -5890, 15614, -16367, 13312, 513, -15358
26112, -26112, -12288, -12288, -6914, 15870, -15599, 11264, 1025, -15102
26112, -26112, -12288, -13824, -6914, 15870, -14831, 8960, 1281, -14846
26112, -26112, -12288, -13824, -9218, 16382, -13807, 6912, 2049, -14590
23040, -23552, -8960, -15616, -9218, 16382, -12783, 5120, 3073, -14334
23040, -23552, -8960, -15616, -11010, 16382, 768, 4096, 4097, -14078
23040, -23552, -8960, -17664, -11010, 16382, 1536, 2816, 4865, -13822
23552, -21504, -9984, -17664, -12546, 16894, 2304, 2304, 6145, -13566
23552, -21504, -9984, -20480, -12546, 16894, 2816, 1792, 7425, -13310
23552, -21504, -9984, -20480, -14850, 17662, 3072, 1536, 9473, -13054
24064, -18944, -11520, -23040, -14850, 17662, 3072, 1024, 12033, -12798
24064, -18944, -11520, -23040, -16386, 17662, 3328, 512, 14849, -12542
24064, -18944, -11520, -25856, -16386, 17662, 3584, -12783, 17409, -12286
28672, -18432, -5888, -25856, -18434, 18686, 3840, -13295, 19969, -12030
28672, -18432, -5888, -29440, -18434, 18686, 4096, -13807, 22529, -11774
28672, -18432, -5888, -29440, -20482, 19710, 4864, -14063, 24577, -11518
27648, -16384, -5376, 32512, -22018, 19454, 6400, -13295, 28673, -11006
27648, -16384, -5376, 29184, -22018, 19454, 7168, -13295, 29697, -10750
26112, -12288, -5632, 29184, -24322, 20734, 7936, -13039, 30209, -10494
26112, -12288, -5632, 24832, -24322, 20734, 8704, 512, 30465, -10238
16896, -7424, -4864, 24832, -25346, 21246, 8704, 1536, 31233, -9982
16896, -7424, -4864, 21504, -25346, 21246, 7424, 2560, 32513, -9726
16896, -7424, -4864, 21504, -27138, 22526, 5888, 2816, -31231, -9470
16640, 8961, 8193, 17152, -27138, 22526, 3840, 3072, -28927, -9214
16640, 8961, 8193, 17152, -28674, 22782, 2048, 3072, -26623, -8958
16640, 8961, 8193, 13056, -28674, 22782, 256, 3328, -24063, -8702
11264, 9985, 11009, 13056, -29186, 23550, -13807, 3328, -21503, -8446
11264, 9985, 11009, 9216, -29186, 23550, -15599, 3584, -19455, -8190
11264, 9985, 11009, 9216, -29954, 23806, -16623, 3840, -17663, -7934
768, 4353, 7169, 4352, -30210, 24062, -18159, 5888, -15359, -7422
768, 4353, 7169, 0, -30210, 24062, -18927, 7424, -14847, -7166
-12289, 3585, -3584, 0, -29954, 24318, -17903, 9984, -14847, -6910
-12289, 3585, -3584, -4097, -29954, 24318, -18671, 12288, -15615, -6654
-27649, 7681, -14848, -8961, -30722, 24318, -18927, 17664, -17919, -6142
-27649, 7681, -14848, -8961, -29186, 24062, -19439, 20992, -19967, -5886
-27649, 7681, -14848, -12545, -29186, 24062, -20719, 22528, -22783, -5630
16383, 9985, -9472, -12545, -28930, 24830, -22255, 24832, -25599, -5374
16383, 9985, -9472, -16385, -28930, 24830, -24047, 26368, -28927, -5118
16383, 9985, -9472, -16385, -28418, 23806, -26095, 27392, -32255, -4862
-1282, 7937, -2816, -19201, -26882, 23806, -29167, 26624, 25601, -4350
-1282, 7937, -2816, -21761, -26882, 23806, -30703, 24064, 21249, -4094
-14850, 1, 513, -21761, -25858, 23550, -31471, 19456, 16641, -3838
-14850, 1, 513, -24321, -25858, 23550, -31983, 15872, 11777, -3582
-14850, 1, 513, -24321, -24066, 22270, -31471, 11776, 6913, -3326
-23554, -7680, -2816, -26369, -24066, 22270, -31215, 6656, 1793, -3070
-23554, -7680, -2816, -26369, -22530, 22014, -30447, 2304, -3072, -2814
-23554, -7680, -2816, -28929, -22530, 22014, -29423, -15343, -8192, -2558
32510, -15104, -4608, -28929, -21506, 21502, -28911, -20719, -14592, -2302
32510, -15104, -4608, -31233, -21506, 21502, -21231, -21999, -20480, -2046
4862, -16128, -16640, 32511, -19714, 21246, -17903, -25327, 27136, -1534
4862, -16128, -16640, 32511, -19458, 21246, -18415, -22255, 22784, -1278
4862, -16128, -16640, 30463, -19458, 21246, -19439, -21231, 17664, -1022
24574, -4608, -5376, 30463, -18434, 20990, -19951, -19183, 12800, -766
24574, -4608, -5376, 29439, -18434, 20990, -19439, -17391, 7936, -510
24574, -4608, -5376, 29439, -18434, 21502, -18927, -15855, 3072, -254
31998, -20736, -10496, 28671, -18434, 21502, -18415, -15087, -15087, 3
31998, -20736, -10496, 28671, -17922, 20990, -17391, -15343, -21487, 259
31998, -20736, -10496, 27647, -17922, 20990, -16879, -15855, -27375, 515
32766, -22784, -9728, 27647, -17922, 20734, -16367, -16111, 32529, 771
32766, -22784, -9728, 28927, -17922, 20734, -16111, -16623, 27921, 1027
32766, -22784, -9728, 28927, -18178, 20990, -16111, -16623, 22545, 1283
-21506, -16896, -5120, 28927, -18434, 19966, -16367, -17903, 13073, 1795
-21506, -16896, -5120, 30207, -18434, 19966, -16367, -17903, 8209, 2051
-8706, -13568, -4864, 30975, -18690, 20222, -17647, -16111, 1041, 2563
-8706, -13568, -4864, 30975, -18946, 20222, -17647, -14831, -2288, 2819
3071, -12800, -7168, 32511, -18946, 20222, -17647, -13807, -4848, 3075
3071, -12800, -7168, 32511, -19202, 19454, -18415, 1024, -5360, 3331
3071, -12800, -7168, -30209, -19202, 19454, -19183, 2048, -6384, 3587
27903, -6400, -768, -30209, -19714, 19710, -19695, 1536, -8688, 3843
27903, -6400, -768, -28673, -19714, 19710, -20207, 1280, -10992, 4099
27903, -6400, -768, -28673, -19714, 18942, -20207, 512, -13040, 4355
26879, -11264, -2304, -25857, -19714, 18942, -19695, -13551, -15856, 4611
26879, -11264, -2304, -25857, -19970, 18430, -19183, -15343, -18672, 4867
26879, -11264, -2304, -23553, -19970, 18430, -20463, -16367, -20976, 5123
-32257, -7936, 4865, -23553, -20226, 17918, -20463, -17903, -23792, 5379
-32257, -7936, 4865, -20993, -20226, 17918, -19951, -19951, -26608, 5635
-32257, -7936, 4865, -20993, -19714, 17406, -19439, -22511, -30192, 5891
32511, -13312, 1281, -18177, -19714, 17406, -18671, -24815, 32016, 6147
32511, -13312, 1281, -15617, -20738, 17150, -16623, -28143, 24592, 6659
-30721, -12544, -1280, -15617, -20226, 16638, -15599, -29679, 20752, 6915
-30721, -12544, -1280, -12801, -20226, 16638, -14319, -30959, 16912, 7171
-30721, -12544, -1280, -12801, -19970, 16126, -13039, -31727, 13328, 7427
-19969, -9984, -3072, -9985, -19970, 16126, 1024, -32239, 9744, 7683
-19969, -9984, -3072, -9985, -20482, 15870, 2816, -32495, 6416, 7939
-19969, -9984, -3072, -7169, -20482, 15870, 4608, -31983, 3600, 8195
-7937, -8960, -10752, -7169, -19970, 14846, 6656, -31983, 1296, 8451
-7937, -8960, -10752, -3329, -19970, 14846, 8704, -32495, -753, 8707
-7937, -8960, -10752, -3329, -20994, 15614, 10496, 32273, -2033, 8963
4096, -4608, -11008, -257, -20994, 15614, 12032, 31249, -3313, 9219
4096, -4608, -11008, -257, -20482, 14846, 13056, 30225, -4593, 9475
4096, -4608, -11008, 3072, -20482, 14846, 13568, 28689, -5617, 9731
14080, -1024, -3072, 6912, -20738, 14846, 13824, 27409, -7921, 10243
14080, -1024, -3072, 6912, -21506, 14846, 13824, 26897, -8689, 10499
26368, -4608, -512, 10240, -21506, 14846, 13568, 26641, -9713, 10755
26368, -4608, -512, 14336, -20226, 14590, 12800, 27921, -10225, 11267
-25600, -8192, 1, 14336, -19970, 14590, 12288, 28433, -10225, 11523
-25600, -8192, 1, 17664, -19970, 14590, 11520, 28689, -9457, 11779
-13568, -7424, 2049, 22016, -18690, 14078, 9216, 28945, -6385, 12291
-13568, -7424, 2049, 22016, -17154, 13822, 7424, 28433, -3825, 12547
-1792, -6656, 2817, 25600, -16130, 13566, 3328, 28433, 2064, 13059
-1792, -6656, 2817, 28928, -16130, 13566, 1280, 28945, 5392, 13315
